cellid,exampleid,ingoing,circuit,stream,command,length,t_trace
66629,152,True,3119622629,21869,DATA(2),498,1472614554.178854
66630,152,True,3119622629,21869,DATA(2),498,1472614554.237138
66631,152,True,3119622629,21869,DATA(2),498,1472614554.303484
66632,152,True,3119622629,21869,DATA(2),498,1472614554.303568
66633,152,True,3119622629,21869,DATA(2),498,1472614554.30359
66634,152,True,3119622629,21869,DATA(2),498,1472614554.303608
66635,152,True,3119622629,21869,DATA(2),498,1472614554.303626
66636,152,True,3119622629,21869,DATA(2),498,1472614554.303644
66637,152,True,3119622629,21869,DATA(2),498,1472614554.303692
66638,152,True,3119622629,21869,DATA(2),498,1472614554.316268
66639,152,True,3119622629,21869,DATA(2),498,1472614554.395416
66640,152,True,3119622629,21869,DATA(2),498,1472614554.395499
66641,152,True,3119622629,21869,DATA(2),498,1472614554.39552
66642,152,True,3119622629,21869,DATA(2),498,1472614554.395538
66643,152,True,3119622629,21869,DATA(2),498,1472614554.395557
66644,152,True,3119622629,21869,DATA(2),421,1472614554.395575
66645,152,False,3119622629,21869,SENDME(5),0,1472614554.395588
66646,152,True,3119622629,21869,DATA(2),498,1472614554.395685
66647,152,True,3119622629,21869,DATA(2),498,1472614554.433519
66648,152,True,3119622629,21869,DATA(2),498,1472614554.475148
66649,152,True,3119622629,21869,DATA(2),498,1472614554.475235
66650,152,True,3119622629,21869,DATA(2),498,1472614554.475255
66651,152,True,3119622629,21869,DATA(2),498,1472614554.475275
66652,152,True,3119622629,21869,DATA(2),498,1472614554.475337
66653,152,True,3119622629,21869,DATA(2),498,1472614554.475364
66654,152,True,3119622629,21869,DATA(2),498,1472614554.475416
66655,152,True,3119622629,21869,DATA(2),498,1472614554.524151
66656,152,True,3119622629,21869,DATA(2),498,1472614554.588043
66657,152,True,3119622629,21869,DATA(2),498,1472614554.588126
66658,152,True,3119622629,21869,DATA(2),498,1472614554.588147
66659,152,True,3119622629,21869,DATA(2),498,1472614554.588166
66660,152,True,3119622629,21869,DATA(2),498,1472614554.588184
66661,152,True,3119622629,21869,DATA(2),498,1472614554.588202
66662,152,True,3119622629,21869,DATA(2),498,1472614554.588303
66663,152,True,3119622629,21869,DATA(2),498,1472614554.603191
66664,152,True,3119622629,21869,DATA(2),498,1472614554.682459
66665,152,True,3119622629,21869,DATA(2),498,1472614554.682543
66666,152,True,3119622629,21869,DATA(2),498,1472614554.682565
66667,152,True,3119622629,21869,DATA(2),498,1472614554.682583
66668,152,True,3119622629,21869,DATA(2),498,1472614554.682601
66669,152,True,3119622629,21869,DATA(2),498,1472614554.68262
66670,152,True,3119622629,21869,DATA(2),498,1472614554.682666
66671,152,True,3119622629,21869,DATA(2),498,1472614554.682768
66672,152,True,3119622629,21869,DATA(2),498,1472614554.793137
66673,152,True,3119622629,21869,DATA(2),498,1472614554.793216
66674,152,True,3119622629,21869,DATA(2),498,1472614554.793237
66675,152,True,3119622629,21869,DATA(2),498,1472614554.79326
66676,152,True,3119622629,21869,DATA(2),498,1472614554.793278
66677,152,True,3119622629,21869,DATA(2),498,1472614554.793296
66678,152,True,3119622629,21869,DATA(2),448,1472614554.793408
66679,152,True,3119622629,21869,DATA(2),498,1472614554.79347
66680,152,True,3119622629,21869,DATA(2),498,1472614554.882977
66681,152,True,3119622629,21869,DATA(2),498,1472614554.883059
66682,152,True,3119622629,21869,DATA(2),498,1472614554.88308
66683,152,True,3119622629,21869,DATA(2),498,1472614554.883099
66684,152,True,3119622629,21869,DATA(2),498,1472614554.883117
66685,152,True,3119622629,21869,DATA(2),498,1472614554.883138
66686,152,True,3119622629,21869,DATA(2),498,1472614554.883183
66687,152,True,3119622629,21869,DATA(2),498,1472614554.883518
66688,152,True,3119622629,21869,DATA(2),498,1472614554.957507
66689,152,True,3119622629,21869,DATA(2),498,1472614554.957593
66690,152,True,3119622629,21869,DATA(2),498,1472614554.957614
66691,152,True,3119622629,21869,DATA(2),498,1472614554.957633
66692,152,True,3119622629,21869,DATA(2),498,1472614554.95765
66693,152,True,3119622629,21869,DATA(2),498,1472614554.957669
66694,152,True,3119622629,21869,DATA(2),498,1472614554.957717
66695,152,True,3119622629,21869,DATA(2),498,1472614554.962651
66696,152,False,3119622629,21869,SENDME(5),0,1472614554.962706
66697,152,True,3119622629,21869,DATA(2),498,1472614554.962747
66698,152,True,3119622629,21869,DATA(2),498,1472614554.962767
66699,152,True,3119622629,21869,DATA(2),498,1472614554.962786
66700,152,True,3119622629,21869,DATA(2),498,1472614554.962804
66701,152,True,3119622629,21869,DATA(2),498,1472614554.962822
66702,152,True,3119622629,21869,DATA(2),498,1472614555.041975
66703,152,True,3119622629,21869,DATA(2),498,1472614555.042086
66704,152,True,3119622629,21869,DATA(2),498,1472614555.134132
66705,152,True,3119622629,21869,DATA(2),498,1472614555.134217
66706,152,True,3119622629,21869,DATA(2),498,1472614555.134238
66707,152,True,3119622629,21869,DATA(2),498,1472614555.134256
66708,152,True,3119622629,21869,DATA(2),498,1472614555.134274
66709,152,True,3119622629,21869,DATA(2),498,1472614555.134293
66710,152,True,3119622629,21869,DATA(2),498,1472614555.134339
66711,152,True,3119622629,21869,DATA(2),498,1472614555.134443
66712,152,True,3119622629,21869,DATA(2),448,1472614555.230928
66713,152,True,3119622629,21869,DATA(2),498,1472614555.23103
66714,152,True,3119622629,21869,DATA(2),498,1472614555.231063
66715,152,True,3119622629,21869,DATA(2),498,1472614555.2311
66716,152,True,3119622629,21869,DATA(2),498,1472614555.231131
66717,152,True,3119622629,21869,DATA(2),498,1472614555.231169
66718,152,True,3119622629,21869,DATA(2),498,1472614555.23124
66719,152,True,3119622629,21869,DATA(2),498,1472614555.26462
66720,152,True,3119622629,21869,DATA(2),498,1472614555.327849
66721,152,True,3119622629,21869,DATA(2),498,1472614555.327931
66722,152,True,3119622629,21869,DATA(2),498,1472614555.327952
66723,152,False,3119622629,0,SENDME(5),0,1472614555.327965
66724,152,True,3119622629,21869,DATA(2),498,1472614555.328002
66725,152,True,3119622629,21869,DATA(2),498,1472614555.328021
66726,152,True,3119622629,21869,DATA(2),498,1472614555.32804
66727,152,True,3119622629,21869,DATA(2),498,1472614555.328101
66728,152,True,3119622629,21869,DATA(2),498,1472614555.343609
66729,152,False,3119622629,21868,END(3),1,1472614555.414638
66730,152,False,3119622629,21870,END(3),1,1472614555.414834
66731,152,True,3119622629,21869,DATA(2),498,1472614555.439484
66732,152,True,3119622629,21869,DATA(2),498,1472614555.439589
66733,152,True,3119622629,21869,DATA(2),498,1472614555.439613
66734,152,True,3119622629,21869,DATA(2),498,1472614555.439632
66735,152,True,3119622629,21869,DATA(2),498,1472614555.439649
66736,152,True,3119622629,21869,DATA(2),103,1472614555.439668
66737,152,True,3119622629,21870,END(3),1,1472614555.439716
66738,152,True,3119622629,21868,END(3),1,1472614555.439818
66739,152,True,3119622629,21871,END(3),1,1472614555.518967
66740,152,True,3119622629,21872,END(3),1,1472614555.519212
66741,152,True,3119622629,21873,END(3),1,1472614555.638763
66742,152,True,4202604099,57192,CONNECTED(4),8,1472614555.63897
66743,152,True,4202604099,57192,DATA(2),498,1472614555.735027
66744,152,True,4202604099,57192,DATA(2),498,1472614555.735114
66745,152,True,4202604099,57192,DATA(2),498,1472614555.735141
66746,152,True,4202604099,57192,DATA(2),498,1472614555.735159
66747,152,True,4202604099,57192,DATA(2),498,1472614555.735177
66748,152,True,4202604099,57192,DATA(2),346,1472614555.735199
66749,152,True,4202604099,57192,DATA(2),498,1472614555.735339
66750,152,True,4202604099,57192,DATA(2),303,1472614555.735366
66751,152,False,4202604099,57192,DATA(2),126,1472614555.739133
66752,152,True,4202604099,57192,DATA(2),51,1472614556.1155
66753,152,False,4202604099,57193,BEGIN(1),23,1472614556.460862
66754,152,False,4202604099,57193,DATA(2),426,1472614556.460962
66755,152,True,4202604099,57193,CONNECTED(4),8,1472614556.904471
66756,152,True,4202604099,57193,DATA(2),498,1472614556.983693
66757,152,True,4202604099,57193,DATA(2),272,1472614556.983903
66758,152,False,4202604099,57192,DATA(2),31,1472614556.986333
66759,152,False,4202604099,57192,END(3),1,1472614556.986395
66760,152,True,4202604099,57192,END(3),1,1472614557.242957
66761,152,False,4202604099,57194,BEGIN(1),25,1472614557.460857
66762,152,False,4202604099,57194,DATA(2),178,1472614557.460954
66763,152,True,4202604099,57194,CONNECTED(4),8,1472614557.752874
66764,152,True,4202604099,57194,DATA(2),498,1472614557.832141
66765,152,True,4202604099,57194,DATA(2),498,1472614557.832225
66766,152,True,4202604099,57194,DATA(2),498,1472614557.832246
66767,152,True,4202604099,57194,DATA(2),498,1472614557.832265
66768,152,True,4202604099,57194,DATA(2),498,1472614557.832283
66769,152,True,4202604099,57194,DATA(2),498,1472614557.8323
66770,152,True,4202604099,57194,DATA(2),498,1472614557.832318
66771,152,True,4202604099,57194,DATA(2),151,1472614557.832365
66772,152,False,4202604099,57194,DATA(2),126,1472614557.83676
66773,152,False,4202604099,57194,DATA(2),361,1472614557.83702
66774,152,True,4202604099,57194,DATA(2),51,1472614558.111783
66775,152,True,3119622629,21869,END(3),1,1472614558.222129
66776,152,True,4202604099,57194,DATA(2),498,1472614558.238732
66777,152,True,4202604099,57194,DATA(2),498,1472614558.238821
66778,152,True,4202604099,57194,DATA(2),409,1472614558.238845
66779,152,False,3119622629,21874,BEGIN(1),4,1472614558.460615
66780,152,False,3119622629,21874,DATA(2),498,1472614558.460717
66781,152,False,3119622629,21874,DATA(2),123,1472614558.460741
66782,152,False,4202604099,57195,BEGIN(1),22,1472614558.460796
66783,152,False,4202604099,57195,DATA(2),175,1472614558.460824
66784,152,True,3119622629,21874,CONNECTED(4),0,1472614559.034552
66785,152,True,4202604099,57195,CONNECTED(4),8,1472614559.148711
66786,152,True,4202604099,57195,DATA(2),498,1472614559.208994
66787,152,True,4202604099,57195,DATA(2),498,1472614559.209079
66788,152,True,4202604099,57195,DATA(2),498,1472614559.209101
66789,152,True,4202604099,57195,DATA(2),498,1472614559.209119
66790,152,True,4202604099,57195,DATA(2),498,1472614559.209166
66791,152,True,4202604099,57195,DATA(2),498,1472614559.209186
66792,152,True,4202604099,57195,DATA(2),498,1472614559.209209
66793,152,True,4202604099,57195,DATA(2),498,1472614559.227985
66794,152,True,4202604099,57195,DATA(2),34,1472614559.228098
66795,152,False,4202604099,57195,DATA(2),126,1472614559.235996
66796,152,True,3119622629,21874,DATA(2),498,1472614559.432808
66797,152,True,3119622629,21874,DATA(2),498,1472614559.51097
66798,152,True,4202604099,57195,DATA(2),51,1472614559.536915
66799,152,True,3119622629,21874,DATA(2),498,1472614559.537011
66800,152,True,3119622629,21874,DATA(2),498,1472614559.537034
66801,152,True,3119622629,21874,DATA(2),498,1472614559.537053
66802,152,True,3119622629,21874,DATA(2),498,1472614559.537071
66803,152,True,3119622629,21874,DATA(2),498,1472614559.537088
66804,152,True,3119622629,21874,DATA(2),498,1472614559.537106
66805,152,True,3119622629,21874,DATA(2),498,1472614559.558789
66806,152,True,3119622629,21874,DATA(2),498,1472614559.558875
66807,152,True,3119622629,21874,DATA(2),498,1472614559.558897
66808,152,True,3119622629,21874,DATA(2),498,1472614559.558915
66809,152,True,3119622629,21874,DATA(2),498,1472614559.558933
66810,152,True,3119622629,21874,DATA(2),498,1472614559.558951
66811,152,True,3119622629,21874,DATA(2),498,1472614559.613763
66812,152,True,3119622629,21874,DATA(2),498,1472614559.613885
66813,152,True,3119622629,21874,DATA(2),498,1472614559.638108
66814,152,True,3119622629,21874,DATA(2),498,1472614559.638205
66815,152,True,3119622629,21874,DATA(2),498,1472614559.63823
66816,152,True,3119622629,21874,DATA(2),498,1472614559.638249
66817,152,True,3119622629,21874,DATA(2),498,1472614559.638267
66818,152,True,3119622629,21874,DATA(2),498,1472614559.638285
66819,152,True,3119622629,21874,DATA(2),498,1472614559.700346
66820,152,True,3119622629,21874,DATA(2),498,1472614559.700523
66821,152,True,3119622629,21874,DATA(2),498,1472614559.717384
66822,152,True,3119622629,21874,DATA(2),498,1472614559.717468
66823,152,True,3119622629,21874,DATA(2),498,1472614559.717488
66824,152,True,3119622629,21874,DATA(2),498,1472614559.717506
66825,152,True,3119622629,21874,DATA(2),498,1472614559.717523
66826,152,True,3119622629,21874,DATA(2),498,1472614559.717541
66827,152,True,3119622629,21874,DATA(2),498,1472614559.790896
66828,152,True,3119622629,21874,DATA(2),498,1472614559.790998
66829,152,True,3119622629,21874,DATA(2),97,1472614559.796351
66830,152,False,3119622629,21874,DATA(2),498,1472614559.797006
66831,152,False,3119622629,21874,DATA(2),119,1472614559.797056
66832,152,False,3119622629,21875,BEGIN(1),4,1472614560.461051
66833,152,True,3119622629,21874,DATA(2),498,1472614560.649798
66834,152,True,3119622629,21874,DATA(2),84,1472614560.766927
66835,152,False,3119622629,21875,DATA(2),498,1472614560.76792
66836,152,False,3119622629,21875,DATA(2),173,1472614560.767999
66837,152,True,3119622629,21875,CONNECTED(4),0,1472614560.998847
66838,152,True,3119622629,21875,DATA(2),498,1472614561.628771
66839,152,True,3119622629,21875,DATA(2),498,1472614561.707952
66840,152,True,3119622629,21875,DATA(2),498,1472614561.765544
66841,152,True,3119622629,21875,DATA(2),498,1472614561.765656
66842,152,True,3119622629,21875,DATA(2),498,1472614561.765698
66843,152,True,3119622629,21875,DATA(2),498,1472614561.76574
66844,152,True,3119622629,21875,DATA(2),498,1472614561.765778
66845,152,True,3119622629,21875,DATA(2),498,1472614561.765814
66846,152,True,3119622629,21875,DATA(2),498,1472614561.787129
66847,152,True,3119622629,21875,DATA(2),498,1472614561.787211
66848,152,True,3119622629,21875,DATA(2),498,1472614561.787233
66849,152,True,3119622629,21875,DATA(2),498,1472614561.787251
66850,152,True,3119622629,21875,DATA(2),498,1472614561.787268
66851,152,True,3119622629,21875,DATA(2),498,1472614561.787333
66852,152,True,3119622629,21875,DATA(2),498,1472614561.866507
66853,152,True,3119622629,21875,DATA(2),498,1472614561.866618
66854,152,True,3119622629,21875,DATA(2),498,1472614561.945624
66855,152,True,3119622629,21875,DATA(2),498,1472614561.945719
66856,152,True,3119622629,21875,DATA(2),498,1472614561.945741
66857,152,True,3119622629,21875,DATA(2),498,1472614561.945759
66858,152,True,3119622629,21875,DATA(2),498,1472614561.945777
66859,152,True,3119622629,21875,DATA(2),498,1472614561.945796
66860,152,True,3119622629,21875,DATA(2),498,1472614561.945902
66861,152,True,3119622629,21875,DATA(2),498,1472614561.945948
66862,152,True,3119622629,21875,DATA(2),498,1472614562.024914
66863,152,True,3119622629,21875,DATA(2),498,1472614562.025033
66864,152,True,3119622629,21875,DATA(2),498,1472614562.025074
66865,152,True,3119622629,21875,DATA(2),498,1472614562.025114
66866,152,True,3119622629,21875,DATA(2),498,1472614562.025145
66867,152,True,3119622629,21875,DATA(2),498,1472614562.025166
66868,152,True,3119622629,21875,DATA(2),498,1472614562.025314
66869,152,True,3119622629,21875,DATA(2),498,1472614562.062937
66870,152,True,3119622629,21875,DATA(2),448,1472614562.104094
66871,152,True,3119622629,21875,DATA(2),498,1472614562.104178
66872,152,True,3119622629,21875,DATA(2),498,1472614562.1042
66873,152,True,3119622629,21875,DATA(2),498,1472614562.104217
66874,152,True,3119622629,21875,DATA(2),498,1472614562.104235
66875,152,True,3119622629,21875,DATA(2),498,1472614562.104255
66876,152,True,3119622629,21875,DATA(2),498,1472614562.104303
66877,152,True,3119622629,21875,DATA(2),498,1472614562.154368
66878,152,True,3119622629,21875,DATA(2),498,1472614562.183213
66879,152,True,3119622629,21875,DATA(2),498,1472614562.183351
66880,152,True,3119622629,21875,DATA(2),498,1472614562.183377
66881,152,True,3119622629,21875,DATA(2),498,1472614562.183395
66882,152,True,3119622629,21875,DATA(2),498,1472614562.183413
66883,152,True,3119622629,21875,DATA(2),498,1472614562.183431
66884,152,True,3119622629,21875,DATA(2),498,1472614562.255558
66885,152,True,3119622629,21875,DATA(2),498,1472614562.255663
66886,152,True,3119622629,21875,DATA(2),498,1472614562.262436
66887,152,True,3119622629,21875,DATA(2),498,1472614562.262489
66888,152,False,3119622629,21875,SENDME(5),0,1472614562.262522
66889,152,True,3119622629,21875,DATA(2),498,1472614562.262572
66890,152,True,3119622629,21875,DATA(2),498,1472614562.262617
66891,152,True,3119622629,21875,DATA(2),498,1472614562.262662
66892,152,True,3119622629,21875,DATA(2),498,1472614562.262704
66893,152,False,3119622629,0,SENDME(5),0,1472614562.262732
66894,152,True,3119622629,21875,DATA(2),498,1472614562.341702
66895,152,True,3119622629,21875,DATA(2),498,1472614562.341903
66896,152,True,3119622629,21875,DATA(2),498,1472614562.435154
66897,152,True,3119622629,21875,DATA(2),498,1472614562.43526
66898,152,True,3119622629,21875,DATA(2),498,1472614562.435351
66899,152,True,3119622629,21875,DATA(2),498,1472614562.435391
66900,152,True,3119622629,21875,DATA(2),498,1472614562.435423
66901,152,True,3119622629,21875,DATA(2),498,1472614562.435459
66902,152,True,3119622629,21875,DATA(2),498,1472614562.435627
66903,152,True,3119622629,21875,DATA(2),498,1472614562.435747
66904,152,True,3119622629,21875,DATA(2),498,1472614562.528385
66905,152,True,3119622629,21875,DATA(2),448,1472614562.528466
66906,152,True,3119622629,21875,DATA(2),498,1472614562.528486
66907,152,True,3119622629,21875,DATA(2),498,1472614562.528503
66908,152,True,3119622629,21875,DATA(2),498,1472614562.528521
66909,152,True,3119622629,21875,DATA(2),498,1472614562.52854
66910,152,True,3119622629,21875,DATA(2),498,1472614562.528641
66911,152,True,3119622629,21875,DATA(2),498,1472614562.528752
66912,152,True,3119622629,21875,DATA(2),498,1472614562.626439
66913,152,True,3119622629,21875,DATA(2),498,1472614562.626561
66914,152,True,3119622629,21875,DATA(2),498,1472614562.626609
66915,152,True,3119622629,21875,DATA(2),498,1472614562.62664
66916,152,True,3119622629,21875,DATA(2),498,1472614562.626679
66917,152,True,3119622629,21875,DATA(2),498,1472614562.626721
66918,152,True,3119622629,21875,DATA(2),498,1472614562.626802
66919,152,True,3119622629,21875,DATA(2),498,1472614562.62696
66920,152,True,3119622629,21875,DATA(2),498,1472614562.727037
66921,152,True,3119622629,21875,DATA(2),498,1472614562.727128
66922,152,True,3119622629,21875,DATA(2),498,1472614562.727155
66923,152,True,3119622629,21875,DATA(2),498,1472614562.727175
66924,152,True,3119622629,21875,DATA(2),498,1472614562.727195
66925,152,True,3119622629,21875,DATA(2),498,1472614562.727224
66926,152,True,3119622629,21875,DATA(2),498,1472614562.727274
66927,152,True,3119622629,21875,DATA(2),498,1472614562.727535
66928,152,True,3119622629,21875,DATA(2),498,1472614562.824703
66929,152,True,3119622629,21875,DATA(2),498,1472614562.824814
66930,152,True,3119622629,21875,DATA(2),498,1472614562.824857
66931,152,True,3119622629,21875,DATA(2),498,1472614562.82493
66932,152,True,3119622629,21875,DATA(2),498,1472614562.825
66933,152,True,3119622629,21875,DATA(2),498,1472614562.825043
66934,152,True,3119622629,21875,DATA(2),498,1472614562.825127
66935,152,True,3119622629,21875,DATA(2),498,1472614562.825329
66936,152,True,3119622629,21875,DATA(2),498,1472614562.910848
66937,152,True,3119622629,21875,DATA(2),498,1472614562.910957
66938,152,True,3119622629,21875,DATA(2),448,1472614562.910999
66939,152,True,3119622629,21875,DATA(2),498,1472614562.911035
66940,152,False,3119622629,21875,SENDME(5),0,1472614562.911062
66941,152,True,3119622629,21875,DATA(2),498,1472614562.911124
66942,152,True,3119622629,21875,DATA(2),498,1472614562.911164
66943,152,True,3119622629,21875,DATA(2),498,1472614562.911259
66944,152,True,3119622629,21875,DATA(2),498,1472614562.925096
66945,152,True,3119622629,21875,DATA(2),498,1472614562.925208
66946,152,True,3119622629,21875,DATA(2),498,1472614562.925251
66947,152,True,3119622629,21875,DATA(2),498,1472614562.925292
66948,152,True,3119622629,21875,DATA(2),498,1472614562.925332
66949,152,True,3119622629,21875,DATA(2),498,1472614562.925372
66950,152,True,3119622629,21875,DATA(2),498,1472614563.00905
66951,152,True,3119622629,21875,DATA(2),498,1472614563.009256
66952,152,True,3119622629,21875,DATA(2),498,1472614563.043024
66953,152,True,3119622629,21875,DATA(2),498,1472614563.043126
66954,152,True,3119622629,21875,DATA(2),498,1472614563.04315
66955,152,True,3119622629,21875,DATA(2),439,1472614563.04317
66956,152,False,4202604099,57195,DATA(2),31,1472614563.417287
66957,152,False,4202604099,57195,END(3),1,1472614563.417387
66958,152,True,4202604099,57195,END(3),1,1472614563.69881
66959,152,True,3119622629,21874,END(3),1,1472614566.17143
66960,152,True,3119622629,21875,END(3),1,1472614567.173476
66961,153,False,4094548228,0,ESTABLISH_RENDEZVOUS(33),20,1472614816.460458
66962,153,False,2423942012,0,EXTEND(6),212,1472614816.461033
66963,153,False,4010473567,0,EXTEND2(14),119,1472614816.657664
66964,153,True,2423942012,0,EXTENDED(7),148,1472614816.736547
66965,153,True,4094548228,0,RENDEZVOUS_ESTABLISHED(39),0,1472614816.855642
66966,153,False,2423942012,0,INTRODUCE1(34),400,1472614816.856142
66967,153,True,4010473567,0,EXTENDED2(15),66,1472614816.934765
66968,153,False,4010473567,0,EXTEND2(14),119,1472614816.935582
66969,153,True,2423942012,0,INTRODUCE_ACK(40),0,1472614817.242717
66970,153,True,4094548228,0,RENDEZVOUS2(37),148,1472614817.358847
66971,153,False,4094548228,43174,BEGIN(1),4,1472614817.35959
66972,153,False,4094548228,43174,DATA(2),289,1472614817.359657
66973,153,True,4010473567,0,EXTENDED2(15),66,1472614817.437909
66974,153,False,2570973224,0,EXTEND2(14),119,1472614817.647568
66975,153,True,4094548228,43174,CONNECTED(4),0,1472614817.78054
66976,153,True,2570973224,0,EXTENDED2(15),66,1472614817.899209
66977,153,False,2570973224,0,EXTEND2(14),119,1472614817.899651
66978,153,True,4094548228,43174,DATA(2),498,1472614817.978456
66979,153,True,4094548228,43174,DATA(2),498,1472614817.978564
66980,153,True,4094548228,43174,DATA(2),498,1472614818.067461
66981,153,True,4094548228,43174,DATA(2),498,1472614818.067545
66982,153,True,4094548228,43174,DATA(2),498,1472614818.067568
66983,153,True,4094548228,43174,DATA(2),17,1472614818.067587
66984,153,True,2570973224,0,EXTENDED2(15),66,1472614818.182856
66985,153,False,4094548228,43175,BEGIN(1),4,1472614818.183456
66986,153,False,4094548228,43175,DATA(2),309,1472614818.183501
66987,153,True,4094548228,43175,CONNECTED(4),0,1472614818.56655
66988,153,False,4094548228,43175,DATA(2),498,1472614818.566998
66989,153,False,4094548228,43175,DATA(2),498,1472614818.567054
66990,153,False,4094548228,43175,DATA(2),498,1472614818.567078
66991,153,False,4094548228,43175,DATA(2),498,1472614818.567096
66992,153,False,4094548228,43175,DATA(2),358,1472614818.567119
66993,153,True,4094548228,43175,DATA(2),498,1472614818.646677
66994,153,True,4094548228,43175,DATA(2),498,1472614818.697163
66995,153,True,4094548228,43175,DATA(2),498,1472614818.697276
66996,153,True,4094548228,43175,DATA(2),498,1472614818.697306
66997,153,True,4094548228,43175,DATA(2),498,1472614818.697342
66998,153,True,4094548228,43175,DATA(2),498,1472614818.697405
66999,153,True,4094548228,43175,DATA(2),498,1472614818.697427
67000,153,True,4094548228,43175,DATA(2),498,1472614818.697446
67001,153,True,4094548228,43175,DATA(2),498,1472614818.722891
67002,153,True,4094548228,43175,DATA(2),498,1472614818.722971
67003,153,True,4094548228,43175,DATA(2),498,1472614818.722993
67004,153,True,4094548228,43175,DATA(2),498,1472614818.723012
67005,153,True,4094548228,43175,DATA(2),498,1472614818.723037
67006,153,True,4094548228,43175,DATA(2),498,1472614818.723075
67007,153,True,4094548228,43175,DATA(2),498,1472614818.723114
67008,153,True,4094548228,43175,DATA(2),498,1472614818.750004
67009,153,True,4094548228,43175,DATA(2),498,1472614818.750689
67010,153,True,4094548228,43175,DATA(2),224,1472614818.750723
67011,153,True,4094548228,43175,DATA(2),498,1472614818.941161
67012,153,True,4094548228,43175,DATA(2),498,1472614818.991871
67013,153,True,4094548228,43175,DATA(2),498,1472614818.991951
67014,153,True,4094548228,43175,DATA(2),498,1472614818.991973
67015,153,True,4094548228,43175,DATA(2),498,1472614818.991991
67016,153,True,4094548228,43175,DATA(2),498,1472614818.992009
67017,153,True,4094548228,43175,DATA(2),498,1472614818.992027
67018,153,True,4094548228,43175,DATA(2),498,1472614818.992045
67019,153,True,4094548228,43175,DATA(2),498,1472614819.018068
67020,153,True,4094548228,43175,DATA(2),498,1472614819.018173
67021,153,True,4094548228,43175,DATA(2),498,1472614819.018209
67022,153,True,4094548228,43175,DATA(2),498,1472614819.018241
67023,153,True,4094548228,43175,DATA(2),498,1472614819.018272
67024,153,True,4094548228,43175,DATA(2),498,1472614819.018302
67025,153,True,4094548228,43175,DATA(2),498,1472614819.018332
67026,153,True,4094548228,43175,DATA(2),498,1472614819.019377
67027,153,True,4094548228,43175,DATA(2),498,1472614819.069682
67028,153,True,4094548228,43175,DATA(2),60,1472614819.069788
67029,153,True,4094548228,43175,DATA(2),498,1472614819.095505
67030,153,True,4094548228,43175,DATA(2),498,1472614819.098394
67031,153,True,4094548228,43175,DATA(2),498,1472614819.098433
67032,153,True,4094548228,43175,DATA(2),498,1472614819.098454
67033,153,True,4094548228,43175,DATA(2),498,1472614819.098473
67034,153,True,4094548228,43175,DATA(2),498,1472614819.098491
67035,153,True,4094548228,43175,DATA(2),498,1472614819.098509
67036,153,True,4094548228,43175,DATA(2),498,1472614819.098528
67037,153,True,4094548228,43175,DATA(2),498,1472614819.17446
67038,153,True,4094548228,43175,DATA(2),498,1472614819.174565
67039,153,True,4094548228,43175,DATA(2),498,1472614819.174607
67040,153,True,4094548228,43175,DATA(2),498,1472614819.174642
67041,153,True,4094548228,43175,DATA(2),498,1472614819.174679
67042,153,True,4094548228,43175,DATA(2),498,1472614819.174714
67043,153,False,4094548228,43175,SENDME(5),0,1472614819.17474
67044,153,True,4094548228,43175,DATA(2),498,1472614819.174798
67045,153,True,4094548228,43175,DATA(2),498,1472614819.174922
67046,153,True,4094548228,43175,DATA(2),498,1472614819.177464
67047,153,True,4094548228,43175,DATA(2),498,1472614819.17751
67048,153,True,4094548228,43175,DATA(2),498,1472614819.17754
67049,153,True,4094548228,43175,DATA(2),498,1472614819.177567
67050,153,True,4094548228,43175,DATA(2),498,1472614819.177593
67051,153,True,4094548228,43175,DATA(2),498,1472614819.17762
67052,153,True,4094548228,43175,DATA(2),498,1472614819.177647
67053,153,True,4094548228,43175,DATA(2),498,1472614819.245718
67054,153,True,4094548228,43175,DATA(2),498,1472614819.271953
67055,153,True,4094548228,43175,DATA(2),498,1472614819.272086
67056,153,True,4094548228,43175,DATA(2),498,1472614819.272117
67057,153,True,4094548228,43175,DATA(2),498,1472614819.272137
67058,153,True,4094548228,43175,DATA(2),498,1472614819.272156
67059,153,True,4094548228,43175,DATA(2),498,1472614819.272175
67060,153,True,4094548228,43175,DATA(2),498,1472614819.272204
67061,153,True,4094548228,43175,DATA(2),498,1472614819.294771
67062,153,True,4094548228,43175,DATA(2),448,1472614819.326518
67063,153,True,4094548228,43175,DATA(2),498,1472614819.353754
67064,153,True,4094548228,43175,DATA(2),498,1472614819.353858
67065,153,True,4094548228,43175,DATA(2),498,1472614819.353903
67066,153,True,4094548228,43175,DATA(2),498,1472614819.353948
67067,153,True,4094548228,43175,DATA(2),498,1472614819.353988
67068,153,True,4094548228,43175,DATA(2),498,1472614819.354026
67069,153,True,4094548228,43175,DATA(2),498,1472614819.354059
67070,153,True,4094548228,43175,DATA(2),498,1472614819.37405
67071,153,True,4094548228,43175,DATA(2),498,1472614819.374151
67072,153,True,4094548228,43175,DATA(2),498,1472614819.374191
67073,153,True,4094548228,43175,DATA(2),498,1472614819.374226
67074,153,True,4094548228,43175,DATA(2),498,1472614819.374261
67075,153,True,4094548228,43175,DATA(2),498,1472614819.3743
67076,153,True,4094548228,43175,DATA(2),498,1472614819.374337
