cellid,exampleid,ingoing,circuit,stream,command,length,t_trace
59578,142,True,2543324790,55083,DATA(2),498,1472613264.10077
59579,142,True,2543324790,55083,DATA(2),498,1472613264.100788
59580,142,True,2242475197,34380,DATA(2),498,1472613264.130471
59581,142,True,2242475197,34380,DATA(2),498,1472613264.130578
59582,142,True,2242475197,34380,DATA(2),498,1472613264.130604
59583,142,True,2242475197,34380,DATA(2),498,1472613264.130622
59584,142,True,2242475197,34380,DATA(2),498,1472613264.130639
59585,142,True,2242475197,34380,DATA(2),498,1472613264.130657
59586,142,True,2242475197,34380,DATA(2),498,1472613264.130675
59587,142,True,2543324790,55083,DATA(2),151,1472613264.158664
59588,142,True,2242475197,34380,DATA(2),498,1472613264.158758
59589,142,True,2242475197,34380,DATA(2),244,1472613264.15878
59590,142,True,2242475197,34379,DATA(2),498,1472613264.158797
59591,142,True,2242475197,34379,DATA(2),498,1472613264.158814
59592,142,True,2242475197,34379,DATA(2),498,1472613264.15883
59593,142,True,2242475197,34379,DATA(2),498,1472613264.158847
59594,142,True,2242475197,34379,DATA(2),498,1472613264.158969
59595,142,False,2543324790,55083,DATA(2),126,1472613264.162135
59596,142,True,2242475197,34379,DATA(2),498,1472613264.189684
59597,142,True,2242475197,34379,DATA(2),498,1472613264.218172
59598,142,True,2242475197,34379,DATA(2),498,1472613264.218254
59599,142,True,2242475197,34379,DATA(2),498,1472613264.218274
59600,142,True,2242475197,34379,DATA(2),498,1472613264.218291
59601,142,True,2242475197,34379,DATA(2),498,1472613264.218308
59602,142,True,2242475197,34379,DATA(2),498,1472613264.218324
59603,142,True,2242475197,34379,DATA(2),498,1472613264.218342
59604,142,True,2543324790,55084,DATA(2),498,1472613264.241592
59605,142,True,2543324790,55084,DATA(2),498,1472613264.241661
59606,142,True,2543324790,55084,DATA(2),498,1472613264.241681
59607,142,True,2543324790,55084,DATA(2),498,1472613264.241699
59608,142,True,2543324790,55084,DATA(2),498,1472613264.241716
59609,142,True,2543324790,55084,DATA(2),498,1472613264.241732
59610,142,True,2543324790,55084,DATA(2),498,1472613264.241749
59611,142,True,2242475197,34379,DATA(2),498,1472613264.241862
59612,142,True,2543324790,55084,DATA(2),151,1472613264.298625
59613,142,True,2242475197,34379,DATA(2),498,1472613264.298712
59614,142,True,2242475197,34379,DATA(2),498,1472613264.298732
59615,142,True,2242475197,34379,DATA(2),498,1472613264.29875
59616,142,True,2242475197,34379,DATA(2),498,1472613264.298766
59617,142,True,2242475197,34379,DATA(2),498,1472613264.298782
59618,142,True,2242475197,34379,DATA(2),498,1472613264.298799
59619,142,True,2242475197,34379,DATA(2),498,1472613264.298909
59620,142,False,2543324790,55084,DATA(2),126,1472613264.301968
59621,142,True,2242475197,34379,DATA(2),498,1472613264.346594
59622,142,True,2242475197,34379,DATA(2),498,1472613264.346712
59623,142,True,2242475197,34379,DATA(2),498,1472613264.388974
59624,142,True,2242475197,34379,DATA(2),498,1472613264.389066
59625,142,True,2242475197,34379,DATA(2),498,1472613264.38909
59626,142,True,2242475197,34379,DATA(2),9,1472613264.389107
59627,142,True,2242475197,34379,END(3),1,1472613264.389124
59628,142,True,2242475197,34378,DATA(2),498,1472613264.389141
59629,142,True,2242475197,34378,DATA(2),498,1472613264.389159
59630,142,True,2242475197,34378,DATA(2),498,1472613264.418447
59631,142,True,2242475197,34378,DATA(2),498,1472613264.418547
59632,142,True,2242475197,34378,DATA(2),498,1472613264.418579
59633,142,True,2242475197,34378,DATA(2),498,1472613264.418608
59634,142,True,2242475197,34378,DATA(2),498,1472613264.418636
59635,142,True,2242475197,34378,DATA(2),498,1472613264.418663
59636,142,True,2242475197,34378,DATA(2),498,1472613264.418691
59637,142,True,2242475197,34378,DATA(2),498,1472613264.439674
59638,142,False,2543324790,55085,BEGIN(1),23,1472613264.460734
59639,142,False,2543324790,55085,DATA(2),426,1472613264.460841
59640,142,False,2543324790,55086,BEGIN(1),23,1472613264.460879
59641,142,False,2543324790,55086,DATA(2),426,1472613264.460902
59642,142,True,2242475197,34378,DATA(2),498,1472613264.506111
59643,142,True,2242475197,34378,DATA(2),498,1472613264.506216
59644,142,True,2242475197,34378,DATA(2),498,1472613264.506237
59645,142,True,2242475197,34378,DATA(2),498,1472613264.506255
59646,142,True,2242475197,34378,DATA(2),498,1472613264.506272
59647,142,True,2242475197,34378,DATA(2),498,1472613264.506289
59648,142,True,2242475197,34378,DATA(2),317,1472613264.506307
59649,142,True,2242475197,34370,DATA(2),498,1472613264.506367
59650,142,True,2242475197,34370,DATA(2),498,1472613264.518754
59651,142,True,2242475197,34370,DATA(2),498,1472613264.518838
59652,142,True,2242475197,34370,DATA(2),498,1472613264.518877
59653,142,True,2242475197,34370,DATA(2),498,1472613264.51891
59654,142,True,2242475197,34370,DATA(2),498,1472613264.518941
59655,142,True,2242475197,34370,DATA(2),498,1472613264.518973
59656,142,True,2242475197,34370,DATA(2),498,1472613264.519005
59657,142,True,2242475197,34370,DATA(2),165,1472613264.592123
59658,142,True,2242475197,34390,DATA(2),498,1472613264.592225
59659,142,True,2543324790,55083,DATA(2),51,1472613264.63486
59660,142,True,2242475197,34390,DATA(2),498,1472613264.634974
59661,142,True,2242475197,34390,DATA(2),498,1472613264.635008
59662,142,True,2242475197,34390,DATA(2),306,1472613264.635029
59663,142,True,4172773620,0,EXTENDED2(15),66,1472613264.722929
59664,142,True,2543324790,55084,DATA(2),51,1472613264.802183
59665,142,True,2543324790,55085,CONNECTED(4),8,1472613264.91891
59666,142,True,2543324790,55086,CONNECTED(4),8,1472613264.91913
59667,142,True,2543324790,55085,DATA(2),498,1472613265.058946
59668,142,True,2543324790,55085,DATA(2),248,1472613265.059037
59669,142,True,2543324790,55086,DATA(2),498,1472613265.074732
59670,142,True,2543324790,55086,DATA(2),248,1472613265.154032
59671,142,False,2543324790,55084,DATA(2),498,1472613265.155063
59672,142,False,2543324790,55084,DATA(2),444,1472613265.155112
59673,142,True,2543324790,55084,DATA(2),498,1472613265.771928
59674,142,True,2543324790,55084,DATA(2),498,1472613265.880149
59675,142,True,2543324790,55084,DATA(2),154,1472613265.880232
59676,142,True,2543324790,55084,DATA(2),498,1472613265.880253
59677,142,True,2543324790,55084,DATA(2),498,1472613265.880271
59678,142,True,2543324790,55084,DATA(2),268,1472613265.880289
59679,142,True,2543324790,55084,DATA(2),498,1472613265.955804
59680,142,True,2543324790,55084,DATA(2),498,1472613266.03506
59681,142,True,2543324790,55084,DATA(2),202,1472613266.035154
59682,142,False,2543324790,55087,BEGIN(1),22,1472613266.460883
59683,142,False,2543324790,55087,DATA(2),175,1472613266.461025
59684,142,False,2543324790,55088,BEGIN(1),22,1472613266.461095
59685,142,False,2543324790,55088,DATA(2),175,1472613266.461135
59686,142,True,2543324790,55087,CONNECTED(4),8,1472613266.867746
59687,142,True,2543324790,55088,CONNECTED(4),8,1472613267.002833
59688,142,True,2543324790,55087,DATA(2),498,1472613267.064642
59689,142,True,2543324790,55087,DATA(2),498,1472613267.064721
59690,142,True,2543324790,55087,DATA(2),498,1472613267.064771
59691,142,True,2543324790,55087,DATA(2),498,1472613267.06479
59692,142,True,2543324790,55087,DATA(2),498,1472613267.064808
59693,142,True,2543324790,55087,DATA(2),346,1472613267.064825
59694,142,True,2543324790,55087,DATA(2),498,1472613267.081979
59695,142,True,2543324790,55087,DATA(2),498,1472613267.082061
59696,142,True,2543324790,55087,DATA(2),185,1472613267.082083
59697,142,False,2543324790,55087,DATA(2),126,1472613267.089979
59698,142,False,2543324790,55085,DATA(2),426,1472613267.094038
59699,142,True,2543324790,55088,DATA(2),498,1472613267.127044
59700,142,True,2543324790,55088,DATA(2),498,1472613267.127125
59701,142,True,2543324790,55088,DATA(2),498,1472613267.127145
59702,142,True,2543324790,55088,DATA(2),498,1472613267.127162
59703,142,True,2543324790,55088,DATA(2),498,1472613267.12718
59704,142,True,2543324790,55088,DATA(2),346,1472613267.127197
59705,142,True,2543324790,55088,DATA(2),498,1472613267.161262
59706,142,True,2543324790,55088,DATA(2),498,1472613267.161371
59707,142,True,2543324790,55088,DATA(2),185,1472613267.161411
59708,142,False,2543324790,55088,DATA(2),126,1472613267.180657
59709,142,False,2543324790,55086,DATA(2),426,1472613267.205189
59710,142,True,3291573209,2600,END(3),1,1472613267.362809
59711,142,True,2543324790,55087,DATA(2),51,1472613267.51209
59712,142,True,2543324790,55088,DATA(2),51,1472613267.662361
59713,142,True,2543324790,55085,DATA(2),498,1472613267.81635
59714,142,True,2543324790,55085,DATA(2),248,1472613267.895398
59715,142,True,2543324790,55086,DATA(2),498,1472613268.000507
59716,142,True,2543324790,55086,DATA(2),248,1472613268.07966
59717,142,False,2543324790,55088,DATA(2),498,1472613268.081319
59718,142,False,2543324790,55088,DATA(2),498,1472613268.081384
59719,142,False,2543324790,55088,DATA(2),314,1472613268.081425
59720,142,True,2543324790,55088,DATA(2),498,1472613268.667324
59721,142,True,2543324790,55088,DATA(2),498,1472613268.698132
59722,142,True,2543324790,55088,DATA(2),498,1472613268.698239
59723,142,True,2543324790,55088,DATA(2),498,1472613268.698281
59724,142,True,2543324790,55088,DATA(2),498,1472613268.698317
59725,142,True,2543324790,55088,DATA(2),498,1472613268.698348
59726,142,True,2543324790,55088,DATA(2),498,1472613268.698367
59727,142,True,2543324790,55088,DATA(2),498,1472613268.698385
59728,142,False,2543324790,55083,DATA(2),31,1472613268.734486
59729,142,False,2543324790,55083,END(3),1,1472613268.734577
59730,142,True,2543324790,55088,DATA(2),498,1472613268.763537
59731,142,True,2543324790,55088,DATA(2),498,1472613268.763666
59732,142,True,2543324790,55088,DATA(2),498,1472613268.763704
59733,142,True,2543324790,55088,DATA(2),498,1472613268.763738
59734,142,True,2543324790,55088,DATA(2),498,1472613268.763755
59735,142,True,2543324790,55088,DATA(2),498,1472613268.763773
59736,142,True,2543324790,55088,DATA(2),498,1472613268.763819
59737,142,True,2543324790,55088,DATA(2),498,1472613268.777594
59738,142,True,2543324790,55088,DATA(2),498,1472613268.777735
59739,142,True,2543324790,55088,DATA(2),42,1472613268.777777
59740,142,True,2543324790,55088,DATA(2),498,1472613268.864518
59741,142,True,2543324790,55088,DATA(2),498,1472613268.864803
59742,142,True,2543324790,55088,DATA(2),498,1472613268.864853
59743,142,True,2543324790,55088,DATA(2),498,1472613268.86489
59744,142,True,2543324790,55088,DATA(2),498,1472613268.864925
59745,142,True,2543324790,55088,DATA(2),498,1472613268.864959
59746,142,True,2543324790,55088,DATA(2),498,1472613268.864993
59747,142,True,2543324790,55088,DATA(2),498,1472613268.865027
59748,142,True,2543324790,55088,DATA(2),498,1472613268.896987
59749,142,True,2543324790,55088,DATA(2),498,1472613268.897087
59750,142,True,2543324790,55088,DATA(2),498,1472613268.897111
59751,142,True,2543324790,55088,DATA(2),194,1472613268.897152
59752,142,True,2543324790,55088,DATA(2),498,1472613268.898509
59753,142,True,2543324790,55088,DATA(2),498,1472613268.898541
59754,142,True,2543324790,55088,DATA(2),498,1472613268.898561
59755,142,True,2543324790,55088,DATA(2),498,1472613268.89858
59756,142,True,2543324790,55088,DATA(2),498,1472613268.898598
59757,142,True,2543324790,55088,DATA(2),346,1472613268.898616
59758,142,True,2543324790,55088,DATA(2),498,1472613268.958151
59759,142,True,2543324790,55088,DATA(2),498,1472613268.958238
59760,142,True,2543324790,55088,DATA(2),498,1472613268.958258
59761,142,True,2543324790,55088,DATA(2),498,1472613268.958276
59762,142,False,2543324790,55088,SENDME(5),0,1472613268.958289
59763,142,True,2543324790,55088,DATA(2),498,1472613268.958323
59764,142,True,2543324790,55088,DATA(2),498,1472613268.958341
59765,142,True,2543324790,55088,DATA(2),498,1472613268.958359
59766,142,True,2543324790,55088,DATA(2),498,1472613268.977709
59767,142,True,2543324790,55088,DATA(2),498,1472613268.977816
59768,142,False,2543324790,0,SENDME(5),0,1472613268.977846
59769,142,True,2543324790,55088,DATA(2),498,1472613268.977904
59770,142,True,2543324790,55088,DATA(2),498,1472613268.977939
59771,142,True,2543324790,55088,DATA(2),194,1472613268.977973
59772,142,True,2543324790,55088,DATA(2),498,1472613269.018226
59773,142,True,2543324790,55088,DATA(2),498,1472613269.018321
59774,142,True,2543324790,55088,DATA(2),498,1472613269.01835
59775,142,True,2543324790,55088,DATA(2),498,1472613269.018368
59776,142,True,2543324790,55088,DATA(2),498,1472613269.018386
59777,142,True,2543324790,55088,DATA(2),498,1472613269.018403
59778,142,True,2543324790,55088,DATA(2),498,1472613269.018422
59779,142,True,2543324790,55088,DATA(2),498,1472613269.049362
59780,142,True,2543324790,55088,DATA(2),498,1472613269.049444
59781,142,True,2543324790,55088,DATA(2),498,1472613269.049465
59782,142,True,2543324790,55088,DATA(2),498,1472613269.049483
59783,142,True,2543324790,55088,DATA(2),498,1472613269.049501
59784,142,True,2543324790,55088,DATA(2),498,1472613269.049518
59785,142,True,2543324790,55088,DATA(2),498,1472613269.049562
59786,142,True,2543324790,55088,DATA(2),498,1472613269.06686
59787,142,True,2543324790,55088,DATA(2),498,1472613269.109704
59788,142,True,2543324790,55088,DATA(2),498,1472613269.109832
59789,142,True,2543324790,55088,DATA(2),42,1472613269.109873
59790,142,True,2543324790,55088,DATA(2),498,1472613269.139981
59791,142,True,2543324790,55088,DATA(2),498,1472613269.140065
59792,142,True,2543324790,55088,DATA(2),498,1472613269.140087
59793,142,True,2543324790,55088,DATA(2),498,1472613269.140106
59794,142,True,2543324790,55088,DATA(2),498,1472613269.140124
59795,142,True,2543324790,55088,DATA(2),498,1472613269.140148
59796,142,True,2543324790,55088,DATA(2),498,1472613269.140167
59797,142,True,2543324790,55088,DATA(2),498,1472613269.158455
59798,142,True,2543324790,55088,DATA(2),498,1472613269.158539
59799,142,True,2543324790,55088,DATA(2),498,1472613269.15856
59800,142,True,2543324790,55088,DATA(2),498,1472613269.158578
59801,142,True,2543324790,55088,DATA(2),498,1472613269.158596
59802,142,True,2543324790,55088,DATA(2),498,1472613269.158613
59803,142,True,2543324790,55088,DATA(2),498,1472613269.15863
59804,142,True,2543324790,55088,DATA(2),498,1472613269.198737
59805,142,True,2543324790,55088,DATA(2),498,1472613269.22822
59806,142,True,2543324790,55088,DATA(2),498,1472613269.228322
59807,142,True,2543324790,55088,DATA(2),498,1472613269.228344
59808,142,True,2543324790,55088,DATA(2),498,1472613269.228362
59809,142,True,2543324790,55088,DATA(2),498,1472613269.22838
59810,142,True,2543324790,55088,DATA(2),498,1472613269.228397
59811,142,True,2543324790,55088,DATA(2),498,1472613269.228415
59812,142,True,2543324790,55088,DATA(2),388,1472613269.274766
59813,142,True,2543324790,55088,DATA(2),498,1472613269.308218
59814,142,False,2543324790,55088,SENDME(5),0,1472613269.308294
59815,142,True,2543324790,55088,DATA(2),498,1472613269.308332
59816,142,True,2543324790,55088,DATA(2),498,1472613269.308352
59817,142,True,2543324790,55088,DATA(2),498,1472613269.30837
59818,142,True,2543324790,55088,DATA(2),498,1472613269.308386
59819,142,True,2543324790,55088,DATA(2),498,1472613269.308403
59820,142,True,2543324790,55088,DATA(2),498,1472613269.308421
59821,142,True,2543324790,55088,DATA(2),498,1472613269.340074
59822,142,True,2543324790,55088,DATA(2),498,1472613269.340178
59823,142,True,2543324790,55088,DATA(2),498,1472613269.340201
59824,142,True,2543324790,55088,DATA(2),498,1472613269.340219
59825,142,True,2543324790,55088,DATA(2),194,1472613269.340237
59826,142,True,2543324790,55088,DATA(2),498,1472613269.353827
59827,142,True,2543324790,55088,DATA(2),498,1472613269.353913
59828,142,True,2543324790,55088,DATA(2),498,1472613269.353934
59829,142,True,2543324790,55088,DATA(2),498,1472613269.353951
59830,142,True,2543324790,55088,DATA(2),498,1472613269.353969
59831,142,True,2543324790,55088,DATA(2),498,1472613269.353985
59832,142,True,2543324790,55088,DATA(2),498,1472613269.354028
59833,142,True,2543324790,55088,DATA(2),498,1472613269.434374
59834,142,True,2543324790,55088,DATA(2),498,1472613269.434484
59835,142,True,2543324790,55088,DATA(2),498,1472613269.434526
59836,142,True,2543324790,55088,DATA(2),498,1472613269.434565
59837,142,True,2543324790,55088,DATA(2),498,1472613269.434603
59838,142,True,2543324790,55088,DATA(2),498,1472613269.434643
59839,142,True,2543324790,55088,DATA(2),498,1472613269.434675
59840,142,True,2543324790,55088,DATA(2),498,1472613269.43473
59841,142,True,2543324790,55088,DATA(2),498,1472613269.44914
59842,142,True,2543324790,55088,DATA(2),498,1472613269.449254
59843,142,True,2543324790,55088,DATA(2),498,1472613269.449283
59844,142,True,2543324790,55088,DATA(2),498,1472613269.449315
59845,142,True,2543324790,55088,DATA(2),498,1472613269.449339
59846,142,True,2543324790,55088,DATA(2),498,1472613269.44936
59847,142,True,2543324790,55088,DATA(2),498,1472613269.449381
59848,142,True,2543324790,55088,DATA(2),498,1472613269.495209
59849,142,True,2543324790,55088,DATA(2),498,1472613269.525387
59850,142,True,2543324790,55088,DATA(2),498,1472613269.525636
59851,142,True,2543324790,55088,DATA(2),498,1472613269.525677
59852,142,True,2543324790,55088,DATA(2),498,1472613269.525761
59853,142,True,2543324790,55088,DATA(2),498,1472613269.525815
59854,142,True,2543324790,55088,DATA(2),498,1472613269.525858
59855,142,True,2543324790,55088,DATA(2),498,1472613269.525895
59856,142,True,2543324790,55088,DATA(2),498,1472613269.566899
59857,142,True,2543324790,55088,DATA(2),498,1472613269.567009
59858,142,True,2543324790,55088,DATA(2),498,1472613269.617166
59859,142,True,2543324790,55088,DATA(2),498,1472613269.617284
59860,142,True,2543324790,55088,DATA(2),498,1472613269.617328
59861,142,True,2543324790,55088,DATA(2),498,1472613269.617379
59862,142,True,2543324790,55088,DATA(2),498,1472613269.617422
59863,142,True,2543324790,55088,DATA(2),498,1472613269.61746
59864,142,True,2543324790,55088,DATA(2),498,1472613269.617497
59865,142,False,2543324790,55088,SENDME(5),0,1472613269.617544
59866,142,True,2543324790,55088,DATA(2),498,1472613269.64606
59867,142,True,2543324790,55088,DATA(2),498,1472613269.646143
59868,142,True,2543324790,55088,DATA(2),498,1472613269.646163
59869,142,True,2543324790,55088,DATA(2),498,1472613269.646181
59870,142,True,2543324790,55088,DATA(2),498,1472613269.646199
59871,142,False,2543324790,0,SENDME(5),0,1472613269.646211
59872,142,True,2543324790,55088,DATA(2),498,1472613269.646244
59873,142,True,2543324790,55088,DATA(2),498,1472613269.646263
59874,142,True,2543324790,55088,DATA(2),498,1472613269.677811
59875,142,True,2543324790,55088,DATA(2),498,1472613269.707007
59876,142,True,2543324790,55088,DATA(2),498,1472613269.70709
59877,142,True,2543324790,55088,DATA(2),498,1472613269.70711
59878,142,True,2543324790,55088,DATA(2),498,1472613269.707127
59879,142,True,2543324790,55088,DATA(2),498,1472613269.707171
59880,142,True,2543324790,55088,DATA(2),498,1472613269.70719
59881,142,True,2543324790,55088,DATA(2),498,1472613269.707207
59882,142,True,2543324790,55088,DATA(2),498,1472613269.735772
59883,142,True,2543324790,55088,DATA(2),498,1472613269.756983
59884,142,True,2543324790,55088,DATA(2),498,1472613269.757041
59885,142,True,2543324790,55088,DATA(2),498,1472613269.757061
59886,142,True,2543324790,55088,DATA(2),493,1472613269.757079
59887,142,True,2543324790,55083,END(3),1,1472613269.836274
59888,142,False,3291573209,2601,BEGIN(1),4,1472613270.460435
59889,142,False,3291573209,2601,DATA(2),270,1472613270.460575
59890,142,True,3291573209,2601,CONNECTED(4),0,1472613270.940238
59891,142,True,3291573209,2601,DATA(2),498,1472613270.996874
59892,142,True,3291573209,2601,DATA(2),498,1472613271.019346
59893,142,True,3291573209,2601,DATA(2),455,1472613271.01946
59894,142,False,2543324790,55087,DATA(2),31,1472613271.736378
59895,142,False,2543324790,55087,END(3),1,1472613271.736486
59896,142,True,2543324790,55087,END(3),1,1472613272.136221
59897,143,False,3713269087,0,EXTEND2(14),119,1472613384.361992
59898,143,True,3713269087,0,EXTENDED2(15),66,1472613384.908566
59899,143,False,3713269087,63247,BEGIN_DIR(13),0,1472613384.909045
59900,143,False,3713269087,63247,DATA(2),93,1472613384.909107
59901,143,True,3713269087,63247,CONNECTED(4),0,1472613385.293129
59902,143,True,3713269087,63247,DATA(2),498,1472613385.413772
59903,143,True,3713269087,63247,DATA(2),498,1472613385.492948
59904,143,True,3713269087,63247,DATA(2),498,1472613385.493067
59905,143,True,3713269087,63247,DATA(2),498,1472613385.49309
59906,143,True,3713269087,63247,DATA(2),498,1472613385.493108
59907,143,True,3713269087,63247,DATA(2),498,1472613385.493126
59908,143,True,3713269087,63247,DATA(2),459,1472613385.493145
59909,143,True,3713269087,63247,END(3),1,1472613385.619064
59910,143,False,3870950766,0,ESTABLISH_RENDEZVOUS(33),20,1472613385.619969
59911,143,False,2872647821,0,EXTEND2(14),119,1472613385.698419
59912,143,False,4113292321,0,EXTEND2(14),119,1472613385.830445
59913,143,True,3870950766,0,RENDEZVOUS_ESTABLISHED(39),0,1472613385.909981
59914,143,True,2872647821,0,EXTENDED2(15),66,1472613386.02694
59915,143,False,2872647821,0,EXTEND2(14),119,1472613386.027382
59916,143,False,3798692108,0,EXTEND2(14),119,1472613386.66742
59917,143,True,3798692108,0,EXTENDED2(15),66,1472613386.998716
59918,143,False,3798692108,0,EXTEND2(14),119,1472613386.99909
59919,143,True,2872647821,0,EXTENDED2(15),66,1472613387.309526
59920,143,True,3798692108,0,EXTENDED2(15),66,1472613387.498756
59921,143,True,4113292321,0,EXTENDED2(15),66,1472613389.28581
59922,143,False,4113292321,0,EXTEND2(14),119,1472613389.2871
59923,143,False,2872647821,0,EXTEND(6),212,1472613393.461589
59924,143,False,3995498439,0,EXTEND2(14),119,1472613393.658361
59925,143,True,3995498439,0,EXTENDED2(15),66,1472613393.879907
59926,143,False,3995498439,0,EXTEND2(14),119,1472613393.88028
59927,143,True,2872647821,0,EXTENDED(7),148,1472613394.096077
59928,143,False,2872647821,0,INTRODUCE1(34),400,1472613394.096946
59929,143,True,3995498439,0,EXTENDED2(15),66,1472613394.176584
59930,143,True,4113292321,0,EXTENDED2(15),66,1472613394.663508
59931,143,False,4113292321,0,EXTEND(6),212,1472613394.664162
59932,143,True,2872647821,0,INTRODUCE_ACK(40),0,1472613394.749528
59933,143,True,3870950766,0,RENDEZVOUS2(37),148,1472613395.647705
59934,143,False,3870950766,8161,BEGIN(1),4,1472613395.648116
59935,143,False,3870950766,8161,DATA(2),289,1472613395.648159
59936,143,True,3870950766,8161,CONNECTED(4),0,1472613396.553083
59937,143,True,3870950766,8161,DATA(2),498,1472613396.670853
59938,143,True,3870950766,8161,DATA(2),149,1472613396.750001
59939,143,False,3870950766,8161,DATA(2),270,1472613396.803598
59940,143,False,3870950766,8161,END(3),1,1472613396.845808
59941,143,False,3870950766,8162,BEGIN(1),4,1472613397.461391
59942,143,False,3870950766,8162,DATA(2),291,1472613397.461501
59943,143,True,3870950766,8161,DATA(2),498,1472613397.736914
59944,143,True,3870950766,8161,DATA(2),10,1472613397.849044
59945,143,True,3870950766,8162,CONNECTED(4),0,1472613398.41345
59946,143,True,3870950766,8162,DATA(2),498,1472613398.669234
59947,143,True,3870950766,8162,DATA(2),498,1472613398.748288
59948,143,True,3870950766,8162,DATA(2),498,1472613398.777898
59949,143,True,3870950766,8162,DATA(2),498,1472613398.827452
59950,143,True,3870950766,8162,DATA(2),498,1472613398.827538
59951,143,True,3870950766,8162,DATA(2),498,1472613398.827615
59952,143,True,3870950766,8162,DATA(2),498,1472613398.906612
59953,143,True,3870950766,8162,DATA(2),498,1472613398.906698
59954,143,True,3870950766,8162,DATA(2),498,1472613398.906721
59955,143,True,3870950766,8162,DATA(2),498,1472613398.906777
59956,143,True,3870950766,8162,DATA(2),158,1472613398.985739
59957,143,False,3870950766,8163,BEGIN(1),4,1472613399.461014
59958,143,False,3870950766,8163,DATA(2),404,1472613399.461952
59959,143,True,3870950766,8163,CONNECTED(4),0,1472613400.452841
59960,143,False,3870950766,8163,DATA(2),498,1472613400.453316
59961,143,False,3870950766,8163,DATA(2),498,1472613400.453375
59962,143,False,3870950766,8163,DATA(2),498,1472613400.453412
59963,143,False,3870950766,8163,DATA(2),477,1472613400.453462
59964,143,True,3870950766,8163,DATA(2),498,1472613400.534221
59965,143,True,3870950766,8163,DATA(2),498,1472613400.613929
59966,143,True,3870950766,8163,DATA(2),498,1472613400.614014
59967,143,True,3870950766,8163,DATA(2),498,1472613400.614036
59968,143,True,3870950766,8163,DATA(2),498,1472613400.614147
59969,143,True,3870950766,8163,DATA(2),498,1472613400.640375
59970,143,True,3870950766,8163,DATA(2),498,1472613400.640481
59971,143,True,3870950766,8163,DATA(2),498,1472613400.640522
59972,143,True,3870950766,8163,DATA(2),498,1472613400.668597
59973,143,True,3870950766,8163,DATA(2),498,1472613400.719748
59974,143,True,3870950766,8163,DATA(2),498,1472613400.719847
59975,143,True,3870950766,8163,DATA(2),498,1472613400.719912
59976,143,True,3870950766,8163,DATA(2),498,1472613400.748026
59977,143,True,3870950766,8163,DATA(2),498,1472613400.799134
59978,143,True,3870950766,8163,DATA(2),498,1472613400.799213
59979,143,True,3870950766,8163,DATA(2),498,1472613400.79927
59980,143,True,3870950766,8163,DATA(2),498,1472613400.878351
59981,143,True,3870950766,8163,DATA(2),498,1472613400.878454
59982,143,True,3870950766,8163,DATA(2),498,1472613400.878488
59983,143,True,3870950766,8163,DATA(2),498,1472613400.878537
59984,143,True,3870950766,8163,DATA(2),498,1472613400.878641
59985,143,True,3870950766,8163,DATA(2),498,1472613400.913675
59986,143,True,3870950766,8163,DATA(2),498,1472613400.913759
59987,143,True,3870950766,8163,DATA(2),498,1472613400.939859
59988,143,True,3870950766,8163,DATA(2),498,1472613400.957405
59989,143,True,3870950766,8163,DATA(2),498,1472613400.957486
59990,143,True,3870950766,8163,DATA(2),498,1472613400.957526
59991,143,True,3870950766,8163,DATA(2),498,1472613400.957562
59992,143,True,3870950766,8163,DATA(2),498,1472613400.993176
59993,143,True,3870950766,8163,DATA(2),498,1472613401.0367
59994,143,True,3870950766,8163,DATA(2),498,1472613401.03683
59995,143,True,3870950766,8163,DATA(2),498,1472613401.036948
59996,143,True,3870950766,8163,DATA(2),448,1472613401.075246
59997,143,True,3870950766,8163,DATA(2),498,1472613401.075395
59998,143,True,3870950766,8163,DATA(2),498,1472613401.115817
59999,143,True,3870950766,8163,DATA(2),498,1472613401.116025
60000,143,True,3870950766,8163,DATA(2),498,1472613401.161254
60001,143,True,3870950766,8163,DATA(2),498,1472613401.161385
60002,143,True,3870950766,8163,DATA(2),498,1472613401.190339
60003,143,True,3870950766,8163,DATA(2),498,1472613401.194719
60004,143,True,3870950766,8163,DATA(2),498,1472613401.19477
60005,143,True,3870950766,8163,DATA(2),498,1472613401.194812
60006,143,True,3870950766,8163,DATA(2),498,1472613401.274107
60007,143,True,3870950766,8163,DATA(2),498,1472613401.274274
60008,143,True,3870950766,8163,DATA(2),498,1472613401.33992
60009,143,True,3870950766,8163,DATA(2),498,1472613401.340061
60010,143,True,3870950766,8163,DATA(2),498,1472613401.353877
60011,143,True,3870950766,8163,DATA(2),498,1472613401.353966
60012,143,True,3870950766,8163,DATA(2),498,1472613401.353988
60013,143,True,3870950766,8163,DATA(2),498,1472613401.394364
60014,143,False,3870950766,8163,SENDME(5),0,1472613401.394456
60015,143,True,3870950766,8163,DATA(2),498,1472613401.433142
60016,143,True,3870950766,8163,DATA(2),498,1472613401.433253
60017,143,True,3870950766,8163,DATA(2),498,1472613401.433303
60018,143,True,3870950766,8163,DATA(2),498,1472613401.43345
60019,143,True,3870950766,8163,DATA(2),498,1472613401.527002
60020,143,True,3870950766,8163,DATA(2),498,1472613401.527113
60021,143,True,3870950766,8163,DATA(2),498,1472613401.527141
60022,143,True,3870950766,8163,DATA(2),498,1472613401.527279
60023,143,True,3870950766,8163,DATA(2),498,1472613401.527507
